,beneficiario,destino,exercicio,motivo,nEmpenho,periodo,situacaoEmpenho,unidadeOrcamentaria,valorTotalDiario
6009,JOAO ARAUJO CRUZ,EUSEBIO-CE,2018,"PAGAMENTO DE MEIAS DIARIAS TECNICAS PARA REALIZAR FISCALIZACAO EM PRODUTOS PRE-MEDIDOS, NO INTERIOR DO ESTADO DO CEARA, NO MUNICIPIO DE EUSEBIO-CE.                                                                                                            ",1095,08/10/2018 a 11/10/2018,Pago,19.203-INSTITUTO DE PESOS E MEDIDAS,"448,44"
6010,JOAO ARAUJO CRUZ,MARANGUAPE-CE,2018,"PAGAMENTO DE MEIAS DIARIAS TECNICAS PARA REALIZAR FISCALIZACAO EM PRODUTOS PRE-MEDIDOS, NO INTERIOR DO ESTADO DO CEARA, NO MUNICIPIO DE MARANGUAPE-CE.                                                                                                         ",1097,16/10/2018 a 19/10/2018,Pago,19.203-INSTITUTO DE PESOS E MEDIDAS,"448,44"
6011,JOAO ARAUJO CRUZ,MARANGUAPE-CE,2018,"PAGAMENTO DE MEIA DIARIA TECNICA PARA REALIZAR FISCALIZACAO EM PRODUTOS PRE-MEDIDOS, NO INTERIOR DO ESTADO DO CEARA, NO MUNICIPIO DE MARANGUAPE-CE.                                                                                                            ",1098,22/10/2018 a 22/10/2018,Pago,19.203-INSTITUTO DE PESOS E MEDIDAS,"112,11"
6012,MARCOS ANTONIO FONTENELE,MARANGUAPE-CE,2018,"PAGAMENTO DE MEIA DIARIA TECNICA PARA REALIZAR FISCALIZACAO EM PRODUTOS PRE-MEDIDOS, NO INTERIOR DO ESTADO DO CEARA, NO MUNICIPIO DE MARANGUAPE-CE.                                                                                                            ",1101,15/10/2018 a 15/10/2018,Pago,19.203-INSTITUTO DE PESOS E MEDIDAS,"112,11"
6013,PLINIO ROQUE DA CRUZ FILHO,MAURITI-CE,2014,REALIZAR SUPERVISAO EM INSTRUMENTOS DE MEDIR NO MUNICIPIO DE MAURITI-CE                                                                                                                                                                                        ,0587,28/07/2014 a 07/08/2014,Pago,19.203-INSTITUTO DE PESOS E MEDIDAS DE FORTALEZA,"1.937,98"
6014,MARCOS ANTONIO FONTENELE,MARANGUAPE-CE,2018,"PAGAMENTO DE MEIA DIARIA TECNICA PARA REALIZAR FISCALIZACAO EM PRODUTOS PRE-MEDIDOS, NO INTERIOR DO ESTADO DO CEARA, NO MUNICIPIO DE MARANGUAPE-CE.                                                                                                            ",1103,22/10/2018 a 22/10/2018,Pago,19.203-INSTITUTO DE PESOS E MEDIDAS,"112,11"
6015,PAULO MENDONÇA JUNIOR,BRASILIA-DF,2018,PARTICIPAR DA REUNIAO GERENCIAL CRCS 2018 E DA SEMANA NACIONAL DE CIENCIA E TECNOLOGIA 2018                                                                                                                                                                    ,0251,15/10/2018 a 18/10/2018,Pago,"11.205-FUNDACAO DE CIENCIA, TECNOLOGIA E INOVACAO DE FORTALEZA","1.920,00"
6016,MARIA AGUEDA PONTES CAMINHA MUNIZ,RIO DE JANEIRO-RJ,2018,DIARIA PARA APRESENTAR O PROGRAMA FORTALEZA ONLINE PARA A PREFEITURA DO ESTADO  DO RIO DE JANEIRO RJ NO DIA 28 03 2018.                                                                                                                                        ,0001,28/03/2018 a 29/03/2018,Pago,28.902-FUNDO MUNICIPAL DE DESENVOLVIMENTO URBANO,"1.100,00"
6017,CLAUDIA MARIA STUDART NORORES ELLERY,FOZ DO IGUACU-PR,2018,"DIARIAS PARA A PARTICIPACAO DO MODULO PRESENCIAL DO TREINAMENTO FIDUCIARIO  ASPECTOS FINANCEIROS NA IMPLEMENTACAO DE PROJETOS FINANCIADOS PELO BANCO MUNDIAL , NOS DIAS 19 E 20 04 2018 EM FOZ DO IGUACU PR.                                                   ",0003,18/04/2018 a 20/04/2018,Pago,28.902-FUNDO MUNICIPAL DE DESENVOLVIMENTO URBANO,"1.440,00"
6018,MOACIR MAIA DOS SANTOS,SAO PAULO-SP,2018,"ACOMPANHAR O SENHOR PREFEITO ROBERTO CLAUDIO RODRIGUES BEZERRA E PARTICIPAR DE REUNIOES DE INTERESSE DO MUNICIPIO DE FROTALEZA,CONFORME ATO 363 2018.                                                                                                          ",2366,01/08/2018 a 03/08/2018,Pago,15.101-SECRETARIA MUNICIPAL DE GOVERNO,"1.050,00"
6019,ELIAQUIM AMSTRONG FERNANDES LIMA,SOBRAL-CE,2018,"COM O OBJETIVO DE DESLOCAMENTO A SERVICO, NA SEGURANCA DO PREFEITO SENHOR ROBERTO CLAUDIO RODRIGUES BEZERRA PARA TRATA DE ASSUNTO DO INTERESSE DO MUNICIPIO.                                                                                                   ",0436,20/07/2018 a 22/07/2018,Anulado,17.101-SECRETARIA MUNICIPAL DA SEGURANCA CIDADA,"330,00"
6020,FRANCISCO ASSUNCAO E SILVA,BRASILIA-DF,2018,PARTICIPAR DE UMA REUNIAO COM A SUBSECRETARIA DE RELACOES INTERFINANCEIRAS DA SECRETARIA DO TESOURO NACIONAL (STN).                                                                                                                                            ,0226,24/09/2018 a 25/09/2018,Pago,23.901-FUNDO DE INVESTIMENTO E DESENVOLVIMENTO DE ATIVIDADES DA ADMINISTRACAO FAZENDARIA,"960,00"
6021,FLAVIA ROBERTA BRUNO TEIXEIRA,BRASILIA-DF,2018,PARTICIPAR DA 26O REUNIAO DA CAMARA TECNICA DE NORMAS CONTABEIS E DEMONSTRATIVOS FISCAIS DE FEDERACAO - CTCONF.                                                                                                                                                ,0228,23/09/2018 a 27/09/2018,Pago,23.901-FUNDO DE INVESTIMENTO E DESENVOLVIMENTO DE ATIVIDADES DA ADMINISTRACAO FAZENDARIA,"2.400,00"
6022,JOSE LEITE JUCA FILHO,RECIFE-PE,2018,"COM O OBJETIVO DE PARTICIPAR DE AUDIENCIA NO TRF 5A REGIAO, NO DIA 02 10 2018, EM RECIFE.                                                                                                                                                                      ",0397,01/10/2018 a 02/10/2018,Pago,13.101-PROCURADORIA GERAL DO MUNICIPIO,"900,00"
6023,RAIMUNDA MARCIA MELO,JUAZEIRO DO NORTE-CE,2018,REALIZAR INVENTARIO FISICO NA AGENCIA REGIONAL DO IPEM DE JUAZEIRO DO NORTE CE.                                                                                                                                                                                ,1020,20/09/2018 a 21/09/2018,Pago,19.203-INSTITUTO DE PESOS E MEDIDAS,"860,68"
6024,JOSE EDGLE MENEZES VITORIANO,EUSEBIO-CE,2014,"REALIZAR FISCALIZACAO EM PRODUTOS COM CONFORMIDADEAVALIADA, NO MUNICIPIO DE EUSEBIO-CE                                                                                                                                                                         ",0588,16/04/2014 a 16/04/2014,Pago,19.203-INSTITUTO DE PESOS E MEDIDAS DE FORTALEZA,"197,98"
6025,JOSE DE RIBAMAR FONTENELE MORAES,ACARAU-CE,2018,"PAGAMENTO DE DESPESA COM DIARIAS TECNICAS PARA REALIZAR VERIFICACAO FISCALIZACAO EM INSTRUMENTOS DE MEDIR REGULAMENTADOS PELO INMETRO, NO INTERIOR DO ESTADO DO CEARA. MUNICIPIO DE ACARAU-CE.                                                                 ",0923,10/09/2018 a 24/09/2018,Pago,19.203-INSTITUTO DE PESOS E MEDIDAS,"3.363,30"
6026,ARNOBIO GOMES NETO,BRASILIA-DF,2018,"02(DUAS) DIARIAS NA REGIAO II, PARA ACOMPANHAR A SECRETARIA DA HABITAFOR, COM O OBJETIVO DE PARTICIPAR DA DEFESA DE CONTRATACOES DO PMCMV, EM BRASILIA.                                                                                                        ",0292,12/11/2018 a 13/11/2018,Pago,34.101-SECRETARIA MUNICIPAL DO DESENVOLVIMENTO HABITACIONAL DE FORTALEZA,"1.100,00"
6027,RODRIGO NOGUEIRA DIOGO DE SIQUEIRA,BRASILIA-DF,2018,"COM O OBJETIVO DE PARTICIPAR DO EVENTO  PPP AWARDS & CONFERENCE BRASIL 2018 EM SAO PAULO E CUMPRIR AGENDA NA SECRETARIA DO PATRIMONIO DA UNIAO 2018 EM BRASILIA,CONFORME ATO 661 2018.                                                                         ",3040,11/12/2018 a 13/12/2018,Pago,15.101-SECRETARIA MUNICIPAL DE GOVERNO,"1.440,00"
6028,VILTON MUDESTO ARRUDA,MASSAPE-CE,2018,"REALIZAR VERIFICACOES FISCALIZACOES EM INSTRUMENTOS DE MEDIR REGULAMENTADOS PELO INMETRO, NO MUNICIPIO DE MASSAPE – CEARA.                                                                                                                                     ",0309,05/03/2018 a 09/03/2018,Pago,19.203-INSTITUTO DE PESOS E MEDIDAS,"560,55"
6029,FRANCISCO LIMA VERAS,CAUCAIA-CE,2018,"MEIAS DIARIAS PARA REALIZAR VERIFICACOES FISCALIZACOES EM INSTRUMENTOS DE MEDIR REGULAMENTADOS PELO INMETRO, NO MUNICIPIO DE CAUCAIA CE.                                                                                                                       ",0312,26/03/2018 a 28/03/2018,Pago,19.203-INSTITUTO DE PESOS E MEDIDAS,"336,33"
6030,MARIA LETICIA MOTA MOREIRA,RIO DE JANEIRO-RJ,2018,"COM OBJETIVO DE PARTICIPAR DO FORUM DE GESTORES MUNICIPAIS DE POLITICAS PARA CRIANCAS E ADOLESCENTES, DURANTE A 73  REUNIAO GERAL DA FRENTE NACIONAL DE PREFEITOS.                                                                                             ",0217,07/05/2018 a 10/05/2018,Pago,31.201-FUNDACAO DA CRIANCA E DA FAMILIA CIDADA,"1.800,00"
6031,FRANCISCO LIMA VERAS,CAUCAIA-CE,2018,"MEIAS DIARIAS PARA REALIZAR VERIFICACOES FISCALIZACOES EM INSTRUMENTOS DE MEDIR REGULAMENTADOS PELO INMETRO, NO MUNICIPIO DE CAUCAIA CE.                                                                                                                       ",0316,09/04/2018 a 10/04/2018,Pago,19.203-INSTITUTO DE PESOS E MEDIDAS,"224,22"
6032,FRANCISCO LIMA VERAS,CAUCAIA-CE,2018,"MEIAS DIARIAS PARA REALIZAR VERIFICACOES FISCALIZACOES EM INSTRUMENTOS DE MEDIR REGULAMENTADOS PELO INMETRO, NO MUNICIPIO DE CAUCAIA CE.                                                                                                                       ",0318,11/04/2018 a 13/04/2018,Pago,19.203-INSTITUTO DE PESOS E MEDIDAS,"336,33"
6033,FRANCISCO LIMA VERAS,CAUCAIA-CE,2018,"MEIAS DIARIAS PARA REALIZAR VERIFICACOES FISCALIZACOES EM INSTRUMENTOS DE MEDIR REGULAMENTADOS PELO INMETRO, NO MUNICIPIO DE CAUCAIA CE.                                                                                                                       ",0320,16/04/2018 a 16/04/2018,Pago,19.203-INSTITUTO DE PESOS E MEDIDAS,"224,22"
6034,FRANCISCO JERONIMO ALVES,TABULEIRO DO NORTE-CE,2018,"REALIZAR VERIFICACOES FISCALIZACOES EM INSTRUMENTOS DE MEDIR REGULAMENTADOS PELO INMETRO, NO MUNICIPIO DE TABULEIRO DO NORTE – CEARA.                                                                                                                          ",0324,07/05/2018 a 18/05/2018,Pago,19.203-INSTITUTO DE PESOS E MEDIDAS,"2.690,64"
6035,LUIS ALBUQUERQUE SAMPAIO,CROATA-CE,2014,"REALIZAR FISCALIZACAO EM CRONOTACOGRAFOS, NO MUNICIPIO DE CROATA CE.                                                                                                                                                                                           ",0589,29/04/2014 a 29/04/2014,Pago,19.203-INSTITUTO DE PESOS E MEDIDAS DE FORTALEZA,"197,98"
6036,JOACY GADELHA CAVALCANTI,ALTO SANTO-CE,2018,"REALIZAR VERIFICACOES FISCALIZACOES EM INSTRUMENTOS DE MEDIR REGULAMENTADOS PELO INMETRO, NO MUNICIPIO DE ALTO SANTO – CEARA.                                                                                                                                  ",0327,04/06/2018 a 15/06/2018,Pago,19.203-INSTITUTO DE PESOS E MEDIDAS,"2.690,64"
6037,LUIS ALBUQUERQUE SAMPAIO,CAUCAIA-CE,2018,"REALIZAR FISCALIZACOES EM CRONOTACOGRAFO, NO INTERIOR DO ESTADO DO CEARA, NO MUNICIPIO DE CAUCAIA.                                                                                                                                                             ",0330,07/02/2018 a 08/02/2018,Pago,19.203-INSTITUTO DE PESOS E MEDIDAS,"224,22"
6038,LUIZ GONZAGA DE AQUINO,PACOTI-CE,2018,"REALIZAR VERIFICACOES FISCALIZACOES EM INSTRUMENTOS DE MEDIR REGULAMENTADOS PELO INMETRO, NO MUNICIPIO DE PACOTI – CEARA.                                                                                                                                      ",0337,04/06/2018 a 06/06/2018,Pago,19.203-INSTITUTO DE PESOS E MEDIDAS,"672,66"
6039,FRANCISCO VERICIO FILHO,PARACURU-CE,2018,"REALIZAR VERIFICACOES FISCALIZACOES EM INSTRUMENTOS DE MEDIR REGULAMENTADOS PELO INMETRO, NO MUNICIPIO DE PARACURU – CEARA.                                                                                                                                    ",0362,28/05/2018 a 07/06/2018,Pago,19.203-INSTITUTO DE PESOS E MEDIDAS,"2.466,42"
6040,FRANCISCO ADAHIL MOREIRA,TIANGUA-CE,2018,"REALIZAR VERIFICACOES FISCALIZACOES EM INSTRUMENTOS DE MEDIR REGULAMENTADOS PELO INMETRO, NO MUNICIPIO DE TIANGUA – CEARA.                                                                                                                                     ",0384,14/05/2018 a 19/05/2018,Pago,19.203-INSTITUTO DE PESOS E MEDIDAS,"1.345,32"
6041,VILTON MUDESTO ARRUDA,TIANGUA-CE,2018,"REALIZAR VERIFICACOES FISCALIZACOES EM INSTRUMENTOS DE MEDIR REGULAMENTADOS PELO INMETRO, NO MUNICIPIO DE TIANGUA – CEARA.                                                                                                                                     ",0393,16/04/2018 a 21/04/2018,Pago,19.203-INSTITUTO DE PESOS E MEDIDAS,"1.345,32"
6042,ANA RICARDA RIBEIRO DA SILVA PITOMBEIRA,POTENGI-CE,2018,"REALIZAR VERIFICACOES FISCALIZACOES EM INSTRUMENTOS DE MEDIR REGULAMENTADOS PELO INMETRO, NO INTERIOR DO ESTADO DO CEARA, NO MUNICIPIO DE POTENGI.                                                                                                             ",0396,04/06/2018 a 08/06/2018,Pago,19.203-INSTITUTO DE PESOS E MEDIDAS,"1.121,10"
6043,VILTON MUDESTO ARRUDA,TIANGUA-CE,2018,"REALIZAR VERIFICACOES FISCALIZACOES EM INSTRUMENTOS DE MEDIR REGULAMENTADOS PELO INMETRO, NO MUNICIPIO DE TIANGUA – CEARA.                                                                                                                                     ",0399,02/05/2018 a 11/05/2018,Pago,19.203-INSTITUTO DE PESOS E MEDIDAS,"2.242,20"
6044,TARCISIO GOMES DE MATOS,MARANGUAPE-CE,2018,"REALIZAR VERIFICACOES FISCALIZACOES EM INSTRUMENTOS DE MEDIR REGULAMENTADOS PELO INMETRO, NO INTERIOR DO ESTADO DO CEARA, NO MUNICIPIO DE MARANGUAPE.                                                                                                          ",0416,16/05/2018 a 18/05/2018,Pago,19.203-INSTITUTO DE PESOS E MEDIDAS,"336,33"
6045,ANTONIO LUIZ PEREIRA FRANCO,SAO GONCALO DO AMARANTE-CE,2018,"REALIZAR VERIFICACAO EM MEDIDORES DE VELOCIDADE, NO MUNICIPIO DE SAO GONCALO DO AMARANTE – CEARA.                                                                                                                                                              ",0433,29/01/2018 a 29/01/2018,Pago,19.203-INSTITUTO DE PESOS E MEDIDAS,"251,96"
6046,LUIZ GONZAGA DE AQUINO,EUSEBIO-CE,2014,REALIZAR SUPERVISAO EM INSTRUMENTOS DE MEDIR NO MUNICIPIO DE EUSEBIO-CE                                                                                                                                                                                        ,0590,09/04/2014 a 09/04/2014,Pago,19.203-INSTITUTO DE PESOS E MEDIDAS DE FORTALEZA,"176,18"
6047,FRANCISCO LIMA VERAS,EUSEBIO-CE,2018,"REALIZAR VERIFICACOES FISCALIZACOES EM INSTRUMENTOS DE MEDIR REGULAMENTADOS PELO INMETRO, NO INTERIOR DO ESTADO DO CEARA, NO MUNICIPIO DE EUSEBIO.                                                                                                             ",0437,07/05/2018 a 11/05/2018,Pago,19.203-INSTITUTO DE PESOS E MEDIDAS,"560,55"
6048,TICIANA MOTA SALES,SAO PAULO-SP,2018,"VALOR REFERENTE A CONCESSAO DE 03 (TRES) DIARIAS, POR OCASIAO DE SUA VIAGEM PARA SAO PAULO, COM O OBJETIVO DE ACOMPANHAR A SR. JOANA ANGELICA PAIVA MACIEL COMO TAMBEM REALIZAR VISITAS A SECRETARIA MUNICIPAL DE SAUDE DO ESTADO DE SAO PAULO, A CENTRAL DE RE",0218,15/05/2018 a 17/05/2018,Pago,11.101-GABINETE DO PREFEITO,"1.650,00"
6049,MANOEL ROCHA BALTAZAR,PENTECOSTE-CE,2018,DIARIAS PARA REALIZAR VERIFICACOES FISCALIZACOES EM INSTRUMENTOS DE MEDIR REGULAMENTADOS PELO INMETRO.                                                                                                                                                         ,0517,16/04/2018 a 27/04/2018,Pago,19.203-INSTITUTO DE PESOS E MEDIDAS,"2.690,64"
6050,ALESSANDRO FERNANDES GASPAR,BRASILIA-DF,2018,"DIARIAS PARA PARTICIPACAO DE REUNIAO INTERACAO INMETERO E RBMLQ-I, PROMOVIDA PELO INMETRO.                                                                                                                                                                     ",0150,27/02/2018 a 27/02/2018,Pago,19.203-INSTITUTO DE PESOS E MEDIDAS,"2.308,23"
6051,RAIMUNDO NONATO DA PONTE,TARRAFAS-CE,2018,"PAGAMENTO DE DIARIAS TECNICAS PARA REALIZAR VERIFICACOES FISCALIZACOES EM INSTRUMENTOS DE MEDIR REGULAMENTADOS PELO INMETRO, NO MUNICIPIO DE TARRAFAS CE.                                                                                                      ",0742,03/09/2018 a 05/09/2018,Pago,19.203-INSTITUTO DE PESOS E MEDIDAS,"672,66"
6052,JOSE COELHO DE SOUSA,NOVA RUSSAS-CE,2018,REALIZAR VERIFICACOES E FISCALIZACOES EM (INSTRUMENTOS DE MEDIR) NO MUNICIPIO DE NOVA RUSSAS-CEARA.                                                                                                                                                            ,0831,06/08/2018 a 14/08/2018,Pago,19.203-INSTITUTO DE PESOS E MEDIDAS,"2.017,98"
6053,FATIMA MARIA GONDIM BEZERRA FARIAS,BELO HORIZONTE-MG,2018,PARTICIPAR DA 66A REUNIAO DO GRUPO DE EDUCACAO FISCAL - GEF.                                                                                                                                                                                                   ,0091,22/05/2018 a 25/05/2018,Pago,23.901-FUNDO DE INVESTIMENTO E DESENVOLVIMENTO DE ATIVIDADES DA ADMINISTRACAO FAZENDARIA,"1.800,00"
6054,JOSE RENATO FROTA RIBEIRO,SALVADOR-BA,2018,ACOMPANHAR O SR. JAIME CAVALCANTE DE ALBUQUERQUE FILHO E REALIZAR VISITA TECNICA PARA CONHECER O SISTEMA DE REGULARIZACAO E RECOLHIMENTO DE ISSQN ( IMPOSTO SOBRE SERVICO DE QUALQUER NATUREZA) DE EVENTO.                                                     ,0092,17/04/2018 a 19/04/2018,Pago,23.901-FUNDO DE INVESTIMENTO E DESENVOLVIMENTO DE ATIVIDADES DA ADMINISTRACAO FAZENDARIA,"1.650,00"
6055,JAIME CAVALCANTE DE ALBUQUERQUE FILHO,SALVADOR-BA,2018,REALIZAR VISITA TECNICA PARA CONHECER O SISTEMA DE REGULARIZACAO E RECOLHIMENTO DE ISSQN ( IMPOSTO SOBRE SERVICO DE QUALQUER NATUREZA) DE EVENTO EM SALVADOR NOS DIAS 18 A 19 04 2018.                                                                         ,0093,17/04/2018 a 19/04/2018,Pago,23.901-FUNDO DE INVESTIMENTO E DESENVOLVIMENTO DE ATIVIDADES DA ADMINISTRACAO FAZENDARIA,"1.650,00"
6056,RAQUEL VALE DE QUEIROZ BANDEIRA                   ,SAO PAULO-SP,2018,"PARTICIPACAO NO XIV CONGRESSO BRASILEIRO DE DIREITO DO CONSUMIDOR, VISANDO APERFEICOAR OS CONHECIMENTOS APLICADOS NO EXERCICIO DA ATIVIDADE NA CAMARA DE ANALISE E JULGAMENTO DE PROCESSOS.                                                                    ",0197,20/05/2018 a 23/05/2018,Pago,11.204-AGENCIA DE FISCALIZACAO DE FORTALEZA,"1.120,00"
